subject_id,title,rating,genre,release_year,duration,summary,country,directors,detail_url,comment_len
4920389,头号玩家,8.6,动作 科幻 冒险/美国,2018,0,,美国/动作 科幻 冒险,史蒂文·斯皮尔伯格/Steven/Spielberg,https://movie.douban.com/subject/4920389/,0
10463953,模仿游戏,8.8,剧情 传记 战争 同性/英国 美国,2014,0,,英国 美国/剧情 传记 战争 同性,莫滕·泰杜姆/Morten/Tyldum,https://movie.douban.com/subject/10463953/,0
1293181,惊魂记,9.0,悬疑 惊悚 恐怖/美国,1960,0,,美国/悬疑 惊悚 恐怖,阿尔弗雷德·希区柯克/Alfred/Hitchcock,https://movie.douban.com/subject/1293181/,0
1291545,大鱼,8.8,剧情 爱情 奇幻 冒险/美国/阿... 2003,2003,0,,美国/剧情 爱情 奇幻 冒险,蒂姆·波顿/Tim/Burton,https://movie.douban.com/subject/1291545/,0
24733428,心灵奇旅,8.7,动画 奇幻 音乐/美国,2020,0,,美国/动画 奇幻 音乐,彼特·道格特/Pete/Docter,https://movie.douban.com/subject/24733428/,0
1316510,射雕英雄传之东成西就,8.7,中国香港/喜剧 奇幻 武侠 古装,1993,0,,中国香港/喜剧 奇幻 武侠 古装,刘镇伟/Jeffrey/Lau,https://movie.douban.com/subject/1316510/,0
26325320,血战钢锯岭,8.7,... 2016/剧情 传记 历史 战争/澳大利亚 美国,2016,0,,澳大利亚 美国/剧情 传记 历史 战争,梅尔·吉布森/Mel/Gibson,https://movie.douban.com/subject/26325320/,0
1307856,背靠背，脸对脸,9.5,中国大陆 中国香港/剧情,1994,0,,中国大陆 中国香港/剧情,黄建新/Jianxin/Huang,https://movie.douban.com/subject/1307856/,0
35426925,机器人之梦,9.1,剧情 动画 音乐/西班牙 法国,2023,0,,西班牙 法国/剧情 动画 音乐,巴勃罗·贝格尔/Pablo/Berger,https://movie.douban.com/subject/35426925/,0
26683290,你的名字。,8.5,上... 2016/剧情 爱情 动画/日本,2016,0,,日本/剧情 爱情 动画,新海诚/Makoto/Shinkai,https://movie.douban.com/subject/26683290/,0
1306861,我是山姆,9.0,Mi... 2001/剧情 家庭/美国,2001,0,,Dakota Fanning/美国/剧情 家庭,杰茜·尼尔森/Jessie/Nelson,https://movie.douban.com/subject/1306861/,0
4917726,阳光姐妹淘,8.8,剧情 喜剧/韩国,2011,0,,韩国/剧情 喜剧,姜炯哲/Hyeong-Cheol/Kang,https://movie.douban.com/subject/4917726/,0
21360417,恐怖直播,8.7,剧情 犯罪 悬疑/韩国,2013,0,,韩国/剧情 犯罪 悬疑,金秉祐/Byeong-woo/Kim,https://movie.douban.com/subject/21360417/,0
1302467,黑客帝国3：矩阵革命,8.8,动作 科幻/美国,2003,0,,美国/动作 科幻,拉娜·沃卓斯基/Lana/Wachowski,https://movie.douban.com/subject/1302467/,0
1291992,末路狂花,9.0,犯罪 剧情 惊悚/美国 英国 法国/苏... 1991,1991,0,,美国 英国 法国/犯罪 剧情 惊悚,雷德利·斯科特/Ridley/Scott,https://movie.douban.com/subject/1291992/,0
27119724,小丑,8.7,剧情 犯罪 惊悚/美国 加拿大,2019,0,,美国 加拿大/剧情 犯罪 惊悚,托德·菲利普斯/Todd/Phillips,https://movie.douban.com/subject/27119724/,0
26611804,三块广告牌,8.7,剧情 犯罪/英国 美国,2017,0,,英国 美国/剧情 犯罪,马丁·麦克唐纳/Martin/McDonagh,https://movie.douban.com/subject/26611804/,0
1578507,谍影重重3,8.9,... 2007/动作 悬疑 惊悚/美国 德国 法国 英国,2007,0,,美国 德国 法国 英国/动作 悬疑 惊悚,保罗·格林格拉斯/Paul/Greengrass,https://movie.douban.com/subject/1578507/,0
1417598,电锯惊魂,8.7,加利·艾... 2004/悬疑 惊悚 恐怖/美国,2004,0,,美国/悬疑 惊悚 恐怖,詹姆斯·温/James/Wan,https://movie.douban.com/subject/1417598/,0
1422283,高山下的花环,9.5,1985/中国大陆/剧情 战争,1984,0,,唐国强 Guoqiang Tang/中国大陆/剧情 战争,谢晋/Jin/Xie,https://movie.douban.com/subject/1422283/,0
1307106,无间道2,8.8,... 2003/中国香港/剧情 犯罪 惊悚,2003,0,,中国香港/剧情 犯罪 惊悚,刘伟强/Andrew/Lau,https://movie.douban.com/subject/1307106/,0
1793929,达拉斯买家俱乐部,8.8,剧情 传记 同性/美国,2013,0,,美国/剧情 传记 同性,让-马克·瓦雷/Jean-Marc/Vallée,https://movie.douban.com/subject/1793929/,0
1907966,疯狂原始人,8.7,喜剧 动画 冒险/美国,2013,0,,美国/喜剧 动画 冒险,,https://movie.douban.com/subject/1907966/,0
1300374,绿里奇迹,8.9,... 1999/犯罪 剧情 奇幻 悬疑/美国,1999,0,,美国/犯罪 剧情 奇幻 悬疑,弗兰克·德拉邦特/Frank/Darabont,https://movie.douban.com/subject/1300374/,0
10808442,爱在午夜降临前,8.9,剧情 爱情/美国 希腊,2013,0,,美国 希腊/剧情 爱情,理查德·林克莱特/Richard/Linklater,https://movie.douban.com/subject/10808442/,0
1862151,疯狂的石头,8.6,中国大陆 中国香港/刘桦 Hua Liu/喜剧 犯罪,2006,0,,刘桦 Hua Liu/中国大陆 中国香港/喜剧 犯罪,宁浩/Hao/Ning,https://movie.douban.com/subject/1862151/,0
1293460,雨中曲,9.1,喜剧 歌舞 爱情/美国,1952,0,,美国/喜剧 歌舞 爱情,斯坦利·多南/Stanley/Donen,https://movie.douban.com/subject/1293460/,0
1292226,2001太空漫游,8.9,... 1968/科幻 惊悚 冒险/英国 美国,1968,0,,英国 美国/科幻 惊悚 冒险,斯坦利·库布里克/Stanley/Kubrick,https://movie.douban.com/subject/1292226/,0
25895901,海街日记,8.8,剧情 家庭/日本,2015,0,,日本/剧情 家庭,是枝裕和/Hirokazu/Koreeda,https://movie.douban.com/subject/25895901/,0
1291585,风之谷,8.9,动画 奇幻 冒险/日本,1984,0,,日本/动画 奇幻 冒险,宫崎骏/Hayao/Miyazaki,https://movie.douban.com/subject/1291585/,0
1292208,上帝之城,9.0,巴西 法国/犯罪 剧情,2002,0,,巴西 法国/犯罪 剧情,费尔南多·梅里尔斯/Fernando/Meirelles,https://movie.douban.com/subject/1292208/,0
25917973,心迷宫,8.7,中国大陆/剧情 犯罪 悬疑,2014,0,,中国大陆/剧情 犯罪 悬疑,忻钰坤/Yukun/Xin,https://movie.douban.com/subject/25917973/,0
1297574,英雄本色,8.6,中国香港/剧情 动作 犯罪/张国... 1986/狄龙 Lung Ti,1986,0,,狄龙 Lung Ti/中国香港/剧情 动作 犯罪,吴宇森/John/Woo,https://movie.douban.com/subject/1297574/,0
1304447,记忆碎片,8.7,... 2000/犯罪 剧情 悬疑 惊悚/美国,2000,0,,美国/犯罪 剧情 悬疑 惊悚,克里斯托弗·诺兰/Christopher/Nolan,https://movie.douban.com/subject/1304447/,0
1295409,纵横四海,8.8,中国香港/剧情 喜剧 动作 犯罪,1991,0,,中国香港/剧情 喜剧 动作 犯罪,吴宇森/John/Woo,https://movie.douban.com/subject/1295409/,0
6534248,无敌破坏王,8.7,喜剧 动画 奇幻 冒险/美国/萨拉... 2012,2012,0,,美国/喜剧 动画 奇幻 冒险,瑞奇·莫尔/Rich/Moore,https://movie.douban.com/subject/6534248/,0
1291822,卢旺达饭店,8.9,剧情 传记 历史 战争/苏菲·奥... 2004/英国 南非 意大利 美国,2004,0,,英国 南非 意大利 美国/剧情 传记 历史 战争,特瑞·乔治/Terry/George,https://movie.douban.com/subject/1291822/,0
1310177,东京教父,9.0,剧情 喜剧 动画/日本,2003,0,,日本/剧情 喜剧 动画,今敏/Satoshi/Kon,https://movie.douban.com/subject/1310177/,0
27622447,小偷家族,8.7,剧情 犯罪 家庭/日本,2018,0,,日本/剧情 犯罪 家庭,是枝裕和/Hirokazu/Koreeda,https://movie.douban.com/subject/27622447/,0
3011051,恐怖游轮,8.5,科幻 悬疑 奇幻 惊悚/英国 澳大利亚,2009,0,,英国 澳大利亚/科幻 悬疑 奇幻 惊悚,克里斯托弗·史密斯/Christopher/Smith,https://movie.douban.com/subject/3011051/,0
1292329,牯岭街少年杀人事件,8.9,中国台湾/剧情 犯罪/张... 1991,1991,0,,杨静怡 Lisa Yang/中国台湾/剧情 犯罪,杨德昌/Edward/Yang,https://movie.douban.com/subject/1292329/,0
1291578,冰川时代,8.7,喜剧 动画 冒险/美国,2002,0,,美国/喜剧 动画 冒险,,https://movie.douban.com/subject/1291578/,0
1307811,魔女宅急便,8.7,动画 奇幻 冒险/日本,1989,0,,日本/动画 奇幻 冒险,宫崎骏/Hayao/Miyazaki,https://movie.douban.com/subject/1307811/,0
1297880,芙蓉镇,9.3,中国大陆/剧情 爱情/姜文 Wen Jiang/郑在石... 1987,1987,0,,姜文 Wen Jiang/中国大陆/剧情 爱情,谢晋/Jin/Xie,https://movie.douban.com/subject/1297880/,0
1959195,忠犬八公物语,9.2,... 1987/剧情/日本,1987,0,,日本/剧情,神山征二郎/Seijirô/Kôyama,https://movie.douban.com/subject/1959195/,0
3792799,岁月神偷,8.7,中国香港 中国大陆/剧情 家庭/钟绍... 2010,2010,0,,任达华 Simon Yam/中国香港 中国大陆/剧情 家庭,罗启锐/Alex/Law,https://movie.douban.com/subject/3792799/,0
